Flags,X.d.Y_10...2,d..S.Y._10,d.Slo_.5.2.,d.Slo_.max.10.,d.Cur.DL.,d.Cur.VDM.,d.VolSkew,d.Leading,d.Lagging,Leading,Coincident,d.AC,d.DA,d.DE,d.IC,d.RVol
3,0.133225,0.067,0.058080965,-0.125,0.345,0.619464772,-0.196493724,4.460549513,-0.003578561,0.785087448,0.804024432,0.14,0,-0.24,0,-1.783879781
3,0.030625,0.02,-0.040537174,-0.28,0.47,0.555570261,2.14660762,-0.358693252,-1.592073429,-2.693429652,1.112808651,0.14,0,-0.24,0,1.797815982
3,0.3844,0.2,-0.053812768,-0.28,0.51,0.280949786,1.90196409,-2.354643483,-0.402731255,-4.378808978,1.01215439,0.14,0,-0.24,0,3.491538472
3,0.0064,0.312619048,2.012463999,0.26,1.023578644,-0.488597344,-0.26679464,3.233369874,-28.52262366,-4.332426081,-11.43772698,0.18,-0.02,-0.24,-0.51,9.400747683
3,3.1684,0.395,0.143571429,0.115,0.11,-0.072142857,-1.162416667,-2.679466176,-3.732546442,-4.717382409,0.792868376,-0.1,-0.01,-0.27,-4.03,11.5898629
3,1.8225,0.406,0.147857143,0.095,-0.36,-0.140714286,2.973457295,-2.939745994,-3.634677949,-4.016604173,0.49431638,-0.1,-0.01,-0.27,-4.03,9.953752819
3,0.1444,0.455,-0.15547619,-0.095,-0.22,0.299285714,-0.295482541,7.352628173,-0.247218915,2.797385204,1.782225391,-0.23,-0.06,-0.57,3.76,-0.389087086
3,0.015625,-0.006,0.01739782,-0.19,0.15,0.519918256,2.919023362,1.14885507,1.098056345,-1.087504539,0.706716722,0.22,-0.06,-1.29,-0.02,-0.474572117
3,0.7225,0.295,-0.127857143,0.07,-2.05,0.085714286,-1.44345252,8.751549863,1.273949641,5.154758555,0.788958728,0.2,0.01,0.98,0.16,1.108533159
3,0.35700625,0.7915,0.873697765,0.16025,0.797896825,-0.093133058,0.138536543,-14.99118271,-5.949598741,-17.28793439,-11.59071139,-0.25,-0.04,0.03,-1.48,16.37316549
3,1.5376,1.008387097,1.626592455,-0.029,2.144343434,0.464011338,-0.623217427,-11.59353683,-11.51070211,-14.5730941,-12.54490002,-0.25,-0.04,0.03,-1.48,4.642611164
3,0.0064,0.312619048,2.012463999,0.26,1.023578644,-0.488597344,-0.26679464,3.233369874,-28.52262366,-4.332426081,-11.43772698,0.02,0.03,-0.22,-0.16,1.685911743
3,0.133225,0.067,0.058080965,-0.125,0.345,0.619464772,-0.196493724,4.460549513,-0.003578561,0.785087448,0.804024432,-0.07,0.09,0.46,-1.44,-2.413751492
3,0.001225,0.06,-0.0389529,-0.295,0.51,0.68783768,0.015230639,2.018001746,1.295483987,-0.78818142,0.808085205,-0.07,0.09,0.46,-1.44,-2.087088986
3,0.0961,0.15,0.114285714,-0.17,-0.075,0.241428571,-0.353164975,-3.523237286,-0.312289732,-4.966263769,0.40241503,0.12,0.04,0.08,-1.5,5.528687526
3,0.416025,0.242,0.212142857,-0.19,-0.255,0.215714286,0.272266248,-2.922945565,-1.112924332,-4.555242969,0.200000067,0.12,0.04,0.08,-1.5,2.888205413
3,0.001225,0.06,-0.0389529,-0.295,0.51,0.68783768,0.015230639,2.018001746,1.295483987,-0.78818142,0.808085205,0.01,0,0.04,-7.59,-4.076136904
3,0.015625,-0.006,0.01739782,-0.19,0.15,0.519918256,2.919023362,1.14885507,1.098056345,-1.087504539,0.706716722,0.01,0,0.04,-7.59,-0.357213883
3,1.600225,0.117666667,-0.235300822,0.21375,0.77508658,0.234043975,0.199608242,-12.71750477,3.552226143,-15.5128675,-5.805201191,0.21,-0.1,-0.03,-0.36,25.53510401
3,0.469225,0.719942396,0.103243219,-0.0125,0.326305916,0.129616942,-0.504242285,-14.88884837,-1.638624813,-17.20332005,-8.681504833,0.21,-0.1,-0.03,-0.36,23.44822241
3,1.5376,1.008387097,1.626592455,-0.029,2.144343434,0.464011338,-0.623217427,-11.59353683,-11.51070211,-14.5730941,-12.54490002,0.13,-0.09,-0.13,0.24,18.57626083
3,0.01,0.238,-0.389529,-0.46,0.84,0.6283768,0.048009294,-1.346990505,-6.124996116,-1.632297403,-0.100050033,-0.05,-0.03,-0.05,-0.16,-5.353606074
3,0.342225,0.725714286,-0.643297995,0.00125,-1.780533911,-0.61210196,0.206625457,-5.47843364,5.164759463,-7.565795955,0.328048408,-0.03,-0.01,-0.07,16.04,15.30679389
3,0.0064,0.312619048,2.012463999,0.26,1.023578644,-0.488597344,-0.26679464,3.233369874,-28.52262366,-4.332426081,-11.43772698,0.01,0,0.02,-10.96,-0.762304818
3,0.0361,0.24,0.840618429,0.405,-0.181565657,-0.787131519,-1.636474252,35.06551015,-17.89640176,17.9648269,1.072076975,0.01,0,0.02,-10.96,-15.82426195
3,0.469225,0.719942396,0.103243219,-0.0125,0.326305916,0.129616942,-0.504242285,-14.88884837,-1.638624813,-17.20332005,-8.681504833,0.03,0.03,0.27,-0.42,48.76576356
3,0.35700625,0.7915,0.873697765,0.16025,0.797896825,-0.093133058,0.138536543,-14.99118271,-5.949598741,-17.28793439,-11.59071139,0.03,0.03,0.27,-0.42,61.17831659
3,0.093025,0.485,1.711814648,0.0975,1.071305916,-0.197525915,-0.499914634,-10.57772528,-20.1095825,-13.2832043,-12.38694817,0.03,0.03,0.27,-0.42,63.95978471
3,0.1764,0.515,1.787843449,0.155,1.264776335,-0.190814707,-0.689043673,-1.857095973,-24.17052279,-8.2411976,-12.89138686,0.03,0.03,0.27,-0.42,61.61698085
3,0.0169,0.022142857,2.052826221,0.435,1.116161616,-0.634274376,-1.018014263,12.01744624,-32.72276903,1.588175255,-9.508896534,0.03,0.03,0.27,-0.42,47.49564187
3,0.0361,0.24,0.840618429,0.405,-0.181565657,-0.787131519,-1.636474252,35.06551015,-17.89640176,17.9648269,1.072076975,-0.13,0.01,0.22,-2.36,-15.00443972
